ID,Description,Score,Identity_Percent,Aligned_Length,Candidate_Length,Passed_Filter
AJK85996.1,AJK85996.1 hypothetical protein HR49_01595 [Lysinibacillus fusiformis],47.5,33.14,169,370,True
WLI90264.1,WLI90264.1 hypothetical protein Q4S45_03825 [Massilia sp. R2A-15],61.0,33.14,175,258,True
AJK87380.1,AJK87380.1 hypothetical protein HR49_09485 [Lysinibacillus fusiformis],48.5,33.14,172,427,True
KGP83093.1,KGP83093.1 hypothetical protein P364_0109340 [Paenibacillus sp. MAEPY2],48.5,33.13,163,743,True
KGP88592.1,KGP88592.1 hypothetical protein P363_0104795 [Paenibacillus sp. MAEPY1],48.5,33.13,163,743,True
AHG18723.1,AHG18723.1 hypothetical protein Z042_03195 [Chania multitudinisentens RB-25],45.5,33.13,163,398,True
PXZ45948.1,PXZ45948.1 hypothetical protein DM483_26705 [Pseudomonas sp. SMT-1],51.5,33.13,166,485,True
GKS57562.1,GKS57562.1 hypothetical protein YTPLAS18_10890 [Nitrospira sp.],65.0,33.12,160,267,True
QTQ98081.1,QTQ98081.1 hypothetical protein J9247_00560 [Pseudomonas aeruginosa],39.0,33.12,154,306,True
GAA0863860.1,GAA0863860.1 hypothetical protein GCM10009115_16000 [Sphingopyxis soli],46.5,33.12,154,651,True
GKS57215.1,GKS57215.1 hypothetical protein YTPLAS18_07420 [Nitrospira sp.],66.5,33.12,160,404,True
RQP08391.1,RQP08391.1 MAG: hypothetical protein EAS52_25225 [Parapedobacter sp.],57.5,33.12,160,409,True
QRE83063.1,QRE83063.1 hypothetical protein F1734_24355 [Rhodococcus ruber],57.5,33.12,157,453,True
PXZ47623.1,PXZ47623.1 hypothetical protein DM483_19205 [Pseudomonas sp. SMT-1],70.0,33.12,154,1947,True
GFO80759.1,GFO80759.1 MAG: hypothetical protein A49_03860 [Methyloceanibacter sp.],51.5,33.12,160,1267,True
WLI89827.1,WLI89827.1 hypothetical protein Q4S45_01515 [Massilia sp. R2A-15],61.5,33.12,160,458,True
GKS66077.1,GKS66077.1 hypothetical protein YTPLAS72_33810 [Nitrospira sp.],54.5,33.12,154,277,True
GFO80618.1,GFO80618.1 MAG: hypothetical protein A49_02450 [Methyloceanibacter sp.],49.0,33.12,157,668,True
CUR54979.1,CUR54979.1 hypothetical protein NOCA2220170 [metagenome],58.5,33.12,160,541,True
WLI90649.1,WLI90649.1 hypothetical protein Q4S45_05890 [Massilia sp. R2A-15],59.0,33.12,154,533,True
PCL91014.1,PCL91014.1 hypothetical protein CPZ30_24680 [Paenibacillus lautus],69.0,33.12,154,1651,True
OCN01550.1,OCN01550.1 hypothetical protein A7X67_08760 [Clostridium sp. W14A],55.0,33.12,160,306,True
AHB75537.2,AHB75537.2 hypothetical protein X636_08785 [Pandoraea pnomenusa],63.5,33.12,160,282,True
PXZ51680.1,PXZ51680.1 hypothetical protein DM483_07720 [Pseudomonas sp. SMT-1],47.5,33.11,151,382,True
QRE81097.1,QRE81097.1 hypothetical protein F1734_13105 [Rhodococcus ruber],41.0,33.11,148,514,True
OWY81922.1,OWY81922.1 hypothetical protein B9C99_10760 [Rhodococcus sp. BUPNP1],55.0,33.11,151,527,True
KGP83408.1,KGP83408.1 hypothetical protein P364_0107475 [Paenibacillus sp. MAEPY2],49.0,33.11,148,363,True
CUR58186.1,CUR58186.1 conserved hypothetical protein [metagenome],46.0,33.11,148,442,True
KGP89481.1,KGP89481.1 hypothetical protein P363_0100705 [Paenibacillus sp. MAEPY1],56.0,33.11,148,430,True
GKS65403.1,GKS65403.1 hypothetical protein YTPLAS72_27070 [Nitrospira sp.],43.0,33.11,148,690,True
KGP80017.1,KGP80017.1 hypothetical protein P364_0121585 [Paenibacillus sp. MAEPY2],56.0,33.11,148,430,True
QHS92350.1,QHS92350.1 MAG: hypothetical protein [viral metagenome],31.5,33.11,148,301,True
QBR70984.1,QBR70984.1 hypothetical protein CU048_06480 [Beijerinckiaceae bacterium],52.0,33.11,148,246,True
WLI91022.1,WLI91022.1 hypothetical protein Q4S45_07860 [Massilia sp. R2A-15],45.0,33.11,151,344,True
GAA4403105.1,GAA4403105.1 hypothetical protein GCM10023089_07010 [Quisquiliibacterium transsilvanicum],43.5,33.11,151,234,True
KYC28850.1,KYC28850.1 hypothetical protein ACY05_03995 [Sterolibacterium denitrificans],44.0,33.11,148,802,True
UFN97393.1,UFN97393.1 hypothetical protein LF814_15215 [Micromonospora aurantiaca (nom. illeg.)],47.5,33.11,151,204,True
GFO82703.1,GFO82703.1 MAG: hypothetical protein A49_23300 [Methyloceanibacter sp.],50.5,33.11,148,330,True
WWV48724.1,WWV48724.1 hypothetical protein V0M98_19270 [Pseudomonas silesiensis],35.5,33.11,148,204,True
KGP86295.1,KGP86295.1 hypothetical protein P363_0118650 [Paenibacillus sp. MAEPY1],49.0,33.11,148,363,True
RQP13177.1,"RQP13177.1 MAG: hypothetical protein EAS52_19850, partial [Parapedobacter sp.]",65.0,33.1,145,277,True
AHG22879.1,AHG22879.1 hypothetical protein Z042_16650 [Chania multitudinisentens RB-25],44.5,33.1,142,250,True
CUR56855.1,CUR56855.1 hypothetical protein NOCA1120233 [metagenome],46.5,33.1,145,412,True
WWV54480.1,WWV54480.1 hypothetical protein V0M98_37115 (plasmid) [Pseudomonas silesiensis],57.5,33.1,142,938,True
WWV48246.1,WWV48246.1 hypothetical protein V0M98_16630 [Pseudomonas silesiensis],56.0,33.1,145,347,True
GFO82287.1,GFO82287.1 MAG: hypothetical protein A49_19140 [Methyloceanibacter sp.],45.5,33.1,142,265,True
RQP18396.1,RQP18396.1 MAG: hypothetical protein EAS52_05645 [Parapedobacter sp.],50.0,33.1,145,662,True
GAA0861178.1,GAA0861178.1 hypothetical protein GCM10009115_02770 [Sphingopyxis soli],60.0,33.1,142,447,True
GFO82005.1,GFO82005.1 MAG: hypothetical protein A49_16320 [Methyloceanibacter sp.],62.0,33.1,145,345,True
GKS57729.1,GKS57729.1 hypothetical protein YTPLAS18_12560 [Nitrospira sp.],56.5,33.1,145,481,True
RQP13302.1,"RQP13302.1 MAG: hypothetical protein EAS52_19750, partial [Parapedobacter sp.]",58.5,33.1,142,343,True
RQP19827.1,RQP19827.1 MAG: hypothetical protein EAS52_01180 [Parapedobacter sp.],43.5,33.09,136,471,True
UFN92129.1,UFN92129.1 hypothetical protein LF814_19110 [Micromonospora aurantiaca (nom. illeg.)],58.0,33.09,139,279,True
KGP78412.1,KGP78412.1 hypothetical protein P364_0128630 [Paenibacillus sp. MAEPY2],56.0,33.09,136,333,True
RQP15898.1,RQP15898.1 MAG: hypothetical protein EAS52_13520 [Parapedobacter sp.],45.5,33.09,136,190,True
GKS58043.1,GKS58043.1 hypothetical protein YTPLAS18_15700 [Nitrospira sp.],60.5,33.09,136,1801,True
GKS58343.1,GKS58343.1 hypothetical protein YTPLAS18_18700 [Nitrospira sp.],65.5,33.09,139,749,True
EIW88623.1,EIW88623.1 hypothetical protein AGRI_10426 [Alishewanella agri BL06],40.5,33.09,139,253,True
CAD6514847.1,CAD6514847.1 conserved hypothetical protein [metagenome],41.5,33.09,136,532,True
GFO80815.1,GFO80815.1 MAG: hypothetical protein A49_04420 [Methyloceanibacter sp.],35.0,33.09,136,282,True
AHB08657.1,AHB08657.1 hypothetical protein U875_20030 [Pandoraea pnomenusa 3kgm],42.5,33.09,136,415,True
GAA0863369.1,GAA0863369.1 hypothetical protein GCM10009115_13720 [Sphingopyxis soli],53.5,33.09,139,388,True
KGP77982.1,KGP77982.1 hypothetical protein P363_0132650 [Paenibacillus sp. MAEPY1],56.0,33.09,136,333,True
RQP14777.1,RQP14777.1 MAG: hypothetical protein EAS52_16835 [Parapedobacter sp.],52.5,33.09,139,441,True
EIW89060.1,EIW89060.1 hypothetical protein AGRI_09740 [Alishewanella agri BL06],40.5,33.09,139,441,True
CUR58503.1,CUR58503.1 conserved exported hypothetical protein [metagenome],53.5,33.09,139,763,True
RAT02610.1,RAT02610.1 hypothetical protein A6E22_19510 [Bacillus cereus],47.0,33.09,136,573,True
GFO80786.1,GFO80786.1 MAG: hypothetical protein A49_04130 [Methyloceanibacter sp.],46.0,33.09,136,214,True
UFN92238.1,UFN92238.1 hypothetical protein LF814_19670 [Micromonospora aurantiaca (nom. illeg.)],48.0,33.08,133,375,True
GFO81640.1,GFO81640.1 MAG: hypothetical protein A49_12670 [Methyloceanibacter sp.],48.5,33.08,130,547,True
GKS58735.1,GKS58735.1 hypothetical protein YTPLAS18_22620 [Nitrospira sp.],56.5,33.08,133,215,True
CUR58943.1,CUR58943.1 conserved exported hypothetical protein [metagenome],47.0,33.08,130,383,True
GKS66356.1,GKS66356.1 hypothetical protein YTPLAS72_36600 [Nitrospira sp.],32.5,33.08,130,568,True
OWY79410.1,OWY79410.1 hypothetical protein B9C99_22850 [Rhodococcus sp. BUPNP1],57.0,33.08,133,659,True
OWY83486.1,OWY83486.1 hypothetical protein B9C99_03380 [Rhodococcus sp. BUPNP1],40.5,33.08,130,447,True
AHB76847.1,AHB76847.1 hypothetical protein X636_16385 [Pandoraea pnomenusa],42.5,33.08,130,469,True
AHB78641.1,AHB78641.1 hypothetical protein X636_18480 [Pandoraea pnomenusa],59.5,33.08,133,559,True
AHB76518.1,AHB76518.1 hypothetical protein X636_14490 [Pandoraea pnomenusa],50.0,33.08,130,214,True
RAS95080.1,RAS95080.1 hypothetical protein A6E21_11545 [Bacillus cereus],40.0,33.08,133,355,True
RQP18493.1,RQP18493.1 MAG: hypothetical protein EAS52_05340 [Parapedobacter sp.],48.0,33.07,127,316,True
PCL89468.1,PCL89468.1 hypothetical protein CPZ30_28605 [Paenibacillus lautus],56.5,33.07,127,158,True
GAA0866100.1,GAA0866100.1 hypothetical protein GCM10009115_27320 [Sphingopyxis soli],54.5,33.07,127,182,True
UFN95952.1,UFN95952.1 hypothetical protein LF814_07320 [Micromonospora aurantiaca (nom. illeg.)],55.0,33.07,127,351,True
QTQ99064.1,QTQ99064.1 hypothetical protein J9247_05685 [Pseudomonas aeruginosa],51.0,33.06,121,312,True
GKS62691.1,GKS62691.1 hypothetical protein YTPLAS21_21490 [Candidatus Nitrosocosmicus sp.],57.5,33.06,124,497,True
RAS94904.1,RAS94904.1 hypothetical protein A6E21_12450 [Bacillus cereus],45.0,33.06,124,441,True
XZG89850.1,XZG89850.1 hypothetical protein ACTT2I_05890 [Stenotrophomonas sp. PUT21],41.0,33.06,124,168,True
GAB6182091.1,GAB6182091.1 hypothetical protein JCM14036_34100 [Desulfotomaculum defluvii],44.0,33.06,124,404,True
KGP86825.1,KGP86825.1 hypothetical protein P363_0115295 [Paenibacillus sp. MAEPY1],41.5,33.06,121,359,True
EIW88639.1,EIW88639.1 hypothetical protein AGRI_10506 [Alishewanella agri BL06],65.5,33.06,124,500,True
RQP05029.1,RQP05029.1 MAG: hypothetical protein D1H97_15065 [Paracoccus sp. BP8],62.0,33.06,121,162,True
CUR60346.1,CUR60346.1 conserved hypothetical protein [metagenome],44.5,33.06,121,226,True
PCL92203.1,PCL92203.1 hypothetical protein CPZ30_15855 [Paenibacillus lautus],46.0,33.06,124,865,True
QBR71851.1,QBR71851.1 hypothetical protein CU048_11880 [Beijerinckiaceae bacterium],55.5,33.06,124,216,True
QTQ97052.1,QTQ97052.1 hypothetical protein J9247_25885 [Pseudomonas aeruginosa],65.0,33.06,121,178,True
KGP84682.1,KGP84682.1 hypothetical protein P364_0103620 [Paenibacillus sp. MAEPY2],41.5,33.06,121,359,True
GFO82461.1,GFO82461.1 MAG: hypothetical protein A49_20880 [Methyloceanibacter sp.],48.0,33.06,124,309,True
CUR60313.1,CUR60313.1 exported hypothetical protein [metagenome],56.0,33.06,124,352,True
GFO82302.1,GFO82302.1 MAG: hypothetical protein A49_19290 [Methyloceanibacter sp.],45.5,33.05,118,475,True
GFO81087.1,GFO81087.1 MAG: hypothetical protein A49_07140 [Methyloceanibacter sp.],58.5,33.05,118,531,True
OCN00690.1,OCN00690.1 hypothetical protein A7X67_07880 [Clostridium sp. W14A],49.5,33.05,118,219,True
UHH33239.1,UHH33239.1 hypothetical protein LUW10_20095 [Pseudomonas veronii],38.5,33.05,118,296,True
QTV17410.1,QTV17410.1 hypothetical protein J9321_00360 [Pseudomonas fluorescens],64.0,33.05,118,1709,True
AHG19396.1,AHG19396.1 hypothetical protein Z042_07005 [Chania multitudinisentens RB-25],44.5,33.05,118,427,True
RAT11392.1,RAT11392.1 hypothetical protein A6E22_04745 [Bacillus cereus],47.0,33.05,118,168,True
CUR58684.1,CUR58684.1 hypothetical protein NOCA1160003 [metagenome],38.0,33.05,118,220,True
GKS58582.1,GKS58582.1 hypothetical protein YTPLAS18_21090 [Nitrospira sp.],38.0,33.04,112,332,True
RQP05939.1,RQP05939.1 MAG: hypothetical protein D1H97_10365 [Paracoccus sp. BP8],40.5,33.04,112,192,True
CUR56003.1,CUR56003.1 membrane hypothetical protein [metagenome],40.0,33.04,112,359,True
CUR57049.1,CUR57049.1 hypothetical protein NOCA2390006 [metagenome],40.0,33.04,115,410,True
CUR57153.1,CUR57153.1 conserved exported hypothetical protein [metagenome],40.0,33.04,112,158,True
AHG21820.1,AHG21820.1 hypothetical protein Z042_21035 [Chania multitudinisentens RB-25],51.0,33.04,112,393,True
AHG20275.1,AHG20275.1 hypothetical protein Z042_12020 [Chania multitudinisentens RB-25],50.0,33.04,112,350,True
GAA4400431.1,GAA4400431.1 hypothetical protein GCM10023089_00630 [Quisquiliibacterium transsilvanicum],65.0,33.04,115,375,True
CUR58627.1,CUR58627.1 membrane hypothetical protein [metagenome],45.0,33.04,112,412,True
QBR70937.1,QBR70937.1 hypothetical protein CU048_06185 [Beijerinckiaceae bacterium],75.0,33.04,227,384,True
OWY80813.1,OWY80813.1 hypothetical protein B9C99_15830 [Rhodococcus sp. BUPNP1],37.0,33.04,115,321,True
KYC29268.1,KYC29268.1 hypothetical protein ACY05_01635 [Sterolibacterium denitrificans],35.0,33.04,112,175,True
UZF56266.1,UZF56266.1 hypothetical protein LH935_26980 [Gordonia polyisoprenivorans],60.5,33.04,112,310,True
EIW89562.1,EIW89562.1 hypothetical protein AGRI_05652 [Alishewanella agri BL06],69.5,33.04,112,190,True
QRE83551.1,QRE83551.1 hypothetical protein F1734_21300 [Rhodococcus ruber],39.0,33.04,115,219,True
CUR61454.1,CUR61454.1 conserved hypothetical protein [metagenome],41.0,33.04,112,228,True
RQP07904.1,"RQP07904.1 MAG: hypothetical protein EAS52_25835, partial [Parapedobacter sp.]",47.0,33.04,112,792,True
GKS67807.1,GKS67807.1 hypothetical protein YTPLAS73_13540 [Nitrosarchaeum sp.],47.5,33.04,115,1204,True
QXP89091.1,QXP89091.1 hypothetical protein KW112_02975 [Methylococcus capsulatus],38.0,33.04,112,197,True
APC47037.1,APC47037.1 hypothetical protein BME96_01990 [Virgibacillus halodenitrificans],51.0,33.04,112,272,True
APC50397.1,APC50397.1 hypothetical protein BME96_19130 (plasmid) [Virgibacillus halodenitrificans],37.0,33.03,109,641,True
RQP19613.1,RQP19613.1 MAG: hypothetical protein EAS52_01760 [Parapedobacter sp.],79.0,33.03,109,416,True
GKS63840.1,GKS63840.1 hypothetical protein YTPLAS72_11440 [Nitrospira sp.],51.0,33.03,109,578,True
RAS95449.1,RAS95449.1 hypothetical protein A6E21_10230 [Bacillus cereus],33.5,33.03,109,206,True
GAA4406320.1,GAA4406320.1 hypothetical protein GCM10023089_14770 [Quisquiliibacterium transsilvanicum],41.5,33.03,109,443,True
QRE83047.1,QRE83047.1 hypothetical protein F1734_24270 [Rhodococcus ruber],41.5,33.03,109,294,True
GKS63563.1,GKS63563.1 hypothetical protein YTPLAS72_08670 [Nitrospira sp.],45.0,33.03,109,255,True
GFO80402.1,GFO80402.1 MAG: hypothetical protein A49_00290 [Methyloceanibacter sp.],46.5,33.03,109,483,True
AHB04356.1,AHB04356.1 hypothetical protein U875_02285 [Pandoraea pnomenusa 3kgm],60.0,33.03,109,212,True
AHB75256.1,AHB75256.1 hypothetical protein X636_07180 [Pandoraea pnomenusa],60.0,33.03,109,212,True
GKS64296.1,GKS64296.1 hypothetical protein YTPLAS72_16000 [Nitrospira sp.],54.0,33.03,109,330,True
RQP15731.1,RQP15731.1 MAG: hypothetical protein EAS52_14105 [Parapedobacter sp.],37.0,33.03,109,261,True
APC47817.1,APC47817.1 hypothetical protein BME96_06365 [Virgibacillus halodenitrificans],43.0,33.03,109,612,True
RQP07553.1,"RQP07553.1 MAG: hypothetical protein EAS52_26185, partial [Parapedobacter sp.]",44.0,33.03,109,595,True
OCN01081.1,OCN01081.1 hypothetical protein A7X67_06810 [Clostridium sp. W14A],51.5,33.03,109,347,True
QTV17185.1,QTV17185.1 hypothetical protein J9321_29495 [Pseudomonas fluorescens],64.0,33.03,109,1306,True
RQP12672.1,RQP12672.1 MAG: hypothetical protein EAS51_01900 [Microbacteriaceae bacterium],41.0,33.03,109,454,True
UZF58597.1,UZF58597.1 hypothetical protein LH935_11830 [Gordonia polyisoprenivorans],40.0,33.03,109,259,True
QRE80851.1,QRE80851.1 hypothetical protein F1734_11735 [Rhodococcus ruber],50.5,33.03,109,318,True
GKS56842.1,GKS56842.1 hypothetical protein YTPLAS18_03690 [Nitrospira sp.],42.0,33.03,109,375,True
AHB07411.1,AHB07411.1 hypothetical protein U875_20365 [Pandoraea pnomenusa 3kgm],61.5,33.02,106,244,True
URF07488.1,URF07488.1 hypothetical protein M5D45_20010 [Cupriavidus campinensis],36.0,33.02,106,344,True
AHB76395.1,AHB76395.1 hypothetical protein X636_13810 [Pandoraea pnomenusa],61.5,33.02,106,244,True
PXZ50275.1,PXZ50275.1 hypothetical protein DM483_11440 [Pseudomonas sp. SMT-1],43.0,33.02,106,394,True
GAA0861384.1,GAA0861384.1 hypothetical protein GCM10009115_03810 [Sphingopyxis soli],36.0,33.02,106,283,True
GFO82182.1,GFO82182.1 MAG: hypothetical protein A49_18090 [Methyloceanibacter sp.],42.5,33.02,106,328,True
CUR60952.1,CUR60952.1 membrane hypothetical protein [metagenome],40.0,33.02,106,398,True
AHB74563.1,AHB74563.1 hypothetical protein X636_03220 [Pandoraea pnomenusa],46.0,33.02,106,142,True
WLI91412.1,WLI91412.1 hypothetical protein Q4S45_09915 [Massilia sp. R2A-15],43.5,33.02,106,323,True
GFO82277.1,GFO82277.1 MAG: hypothetical protein A49_19040 [Methyloceanibacter sp.],42.5,33.02,106,166,True
CUR61886.1,CUR61886.1 conserved hypothetical protein [metagenome],41.5,33.02,106,312,True
WWV54530.1,WWV54530.1 hypothetical protein V0M98_37365 (plasmid) [Pseudomonas silesiensis],41.0,33.01,103,588,True
CUR57401.1,CUR57401.1 conserved hypothetical protein [metagenome],34.0,33.01,103,174,True
PCL90632.1,PCL90632.1 hypothetical protein CPZ30_22645 [Paenibacillus lautus],61.5,33.01,103,455,True
UUD61982.1,UUD61982.1 hypothetical protein KK132_09095 [Bacillus velezensis],38.0,33.01,103,271,True
QTR00205.1,QTR00205.1 hypothetical protein J9247_11675 [Pseudomonas aeruginosa],43.0,33.01,103,155,True
GKS64239.1,GKS64239.1 hypothetical protein YTPLAS72_15430 [Nitrospira sp.],42.0,33.01,103,311,True
RQP09863.1,RQP09863.1 MAG: hypothetical protein EAS51_10580 [Microbacteriaceae bacterium],42.5,33.01,103,200,True
KKB34139.1,KKB34139.1 hypothetical protein QY95_04025 [Bacillus thermotolerans],39.5,33.01,103,107,True
GKS59785.1,GKS59785.1 hypothetical protein YTPLAS18_33120 [Nitrospira sp.],52.0,33.01,103,1360,True
CUR60573.1,CUR60573.1 conserved hypothetical protein [metagenome],41.5,33.01,103,249,True
UZF55724.1,UZF55724.1 hypothetical protein LH935_23955 [Gordonia polyisoprenivorans],31.5,33.01,103,200,True
GKS57141.1,GKS57141.1 hypothetical protein YTPLAS18_06680 [Nitrospira sp.],39.5,33.0,100,338,True
GKS63285.1,GKS63285.1 hypothetical protein YTPLAS72_05890 [Nitrospira sp.],39.5,33.0,100,270,True
XYX37578.1,XYX37578.1 hypothetical protein ACSHT2_11460 [Bradyrhizobium sp. PUT101],38.5,33.0,100,160,True
CUR56486.1,CUR56486.1 conserved membrane hypothetical protein [metagenome],62.5,33.0,100,288,True
GKS59071.1,GKS59071.1 hypothetical protein YTPLAS18_25980 [Nitrospira sp.],56.0,33.0,100,384,True
CUR59944.1,CUR59944.1 conserved hypothetical protein [metagenome],49.0,33.0,100,240,True
KGO98717.1,KGO98717.1 hypothetical protein N791_14215 [Lysobacter defluvii IMMIB APB-9 = DSM 18482],48.5,33.0,100,234,True
AHB74422.2,AHB74422.2 hypothetical protein X636_02390 [Pandoraea pnomenusa],50.0,33.0,203,299,True
GKS66319.1,GKS66319.1 hypothetical protein YTPLAS72_36230 [Nitrospira sp.],43.0,33.0,100,767,True
APC47479.1,APC47479.1 hypothetical protein BME96_04525 [Virgibacillus halodenitrificans],36.5,33.0,100,395,True
GAA0863941.1,GAA0863941.1 hypothetical protein GCM10009115_16440 [Sphingopyxis soli],53.0,33.0,100,162,True
OWY81296.1,OWY81296.1 hypothetical protein B9C99_13375 [Rhodococcus sp. BUPNP1],38.5,33.0,100,378,True
CUR61186.1,CUR61186.1 conserved hypothetical protein [metagenome],36.0,33.0,100,276,True
RAS98847.1,RAS98847.1 hypothetical protein A6E22_25500 [Bacillus cereus],42.5,33.0,100,249,True
OWY79898.1,OWY79898.1 hypothetical protein B9C99_20325 [Rhodococcus sp. BUPNP1],45.0,33.0,100,243,True
XZG87344.1,XZG87344.1 hypothetical protein ACTT2I_12010 [Stenotrophomonas sp. PUT21],42.0,33.0,100,297,True
WLI87406.1,WLI87406.1 hypothetical protein Q4S45_11670 [Massilia sp. R2A-15],41.0,33.0,100,224,True
RAS90370.1,RAS90370.1 hypothetical protein A6E21_25585 [Bacillus cereus],41.5,33.0,100,249,True
UFN97612.1,UFN97612.1 hypothetical protein LF814_05200 [Micromonospora aurantiaca (nom. illeg.)],64.5,32.99,197,1407,True
QBR71799.1,QBR71799.1 hypothetical protein CU048_11530 [Beijerinckiaceae bacterium],66.5,32.99,197,356,True
GAA0863019.1,GAA0863019.1 hypothetical protein GCM10009115_12010 [Sphingopyxis soli],43.5,32.99,97,1443,True
RAT12321.1,RAT12321.1 hypothetical protein A6E22_02920 [Bacillus cereus],41.5,32.99,97,382,True
RQP15931.1,RQP15931.1 MAG: hypothetical protein EAS52_13380 [Parapedobacter sp.],45.5,32.99,97,373,True
CUR56570.1,CUR56570.1 conserved exported hypothetical protein [metagenome],50.0,32.99,97,338,True
WWV55516.1,WWV55516.1 hypothetical protein V0M98_35280 (plasmid) [Pseudomonas silesiensis],38.0,32.99,97,435,True
GAA4405738.1,GAA4405738.1 hypothetical protein GCM10023089_13460 [Quisquiliibacterium transsilvanicum],47.5,32.99,97,230,True
RAS93959.1,RAS93959.1 hypothetical protein A6E21_16695 [Bacillus cereus],41.5,32.99,97,377,True
OWY81625.1,OWY81625.1 hypothetical protein B9C99_11585 [Rhodococcus sp. BUPNP1],54.0,32.99,97,173,True
GAA4413838.1,GAA4413838.1 hypothetical protein GCM10023089_32140 [Quisquiliibacterium transsilvanicum],34.5,32.99,97,443,True
GKS59162.1,GKS59162.1 hypothetical protein YTPLAS18_26890 [Nitrospira sp.],46.0,32.99,194,440,True
AHB78064.1,AHB78064.1 hypothetical protein X636_23490 [Pandoraea pnomenusa],54.0,32.99,97,530,True
